Time,Open,High,Low,Close,Change,Volume
6/12/2020 0:00,9710.25,9719.5,9683.25,9719.25,9.0,853
6/12/2020 1:00,9715.25,9725.5,9659.25,9664.5,-50.75,2990
6/12/2020 2:00,9654.25,9732.0,9653.75,9703.5,49.25,3262
6/12/2020 3:00,9703.0,9764.5,9694.75,9756.0,53.0,2598
6/12/2020 4:00,9754.75,9775.75,9737.0,9772.5,17.75,3192
6/12/2020 5:00,9774.25,9783.75,9728.0,9749.75,-24.5,2303
6/12/2020 6:00,9750.0,9769.75,9741.5,9751.75,1.75,1988
6/12/2020 7:00,9738.75,9754.75,9706.5,9737.75,-1.0,5339
6/12/2020 8:00,9743.75,9837.0,9742.5,9797.25,53.5,36746
6/12/2020 9:00,9799.75,9817.5,9642.75,9647.5,-152.25,52588
6/12/2020 10:00,9631.25,9703.25,9555.75,9698.75,67.5,64289
6/12/2020 11:00,9704.75,9724.75,9618.0,9657.25,-47.5,35477
6/12/2020 12:00,9659.0,9665.5,9490.5,9513.75,-145.25,43968
6/12/2020 13:00,9490.5,9600.0,9481.75,9570.25,79.75,42162
6/12/2020 14:00,9592.0,9673.0,9551.5,9667.75,75.75,30064
6/12/2020 15:00,9647.5,9657.75,9492.0,9509.0,-138.5,9832
6/14/2020 18:00,9565.5,9569.25,9509.75,9525.5,-40.0,4106
6/14/2020 19:00,9539.25,9567.0,9533.0,9537.25,-2.0,3143
6/14/2020 20:00,9528.25,9582.75,9528.0,9572.0,43.75,2753
6/14/2020 21:00,9574.0,9585.5,9544.5,9544.75,-29.25,1816
6/14/2020 22:00,9541.75,9570.75,9539.75,9565.5,23.75,1002
6/14/2020 23:00,9560.25,9563.0,9520.0,9526.5,-33.75,1546
6/15/2020 1:00,9408.5,9426.0,9368.25,9404.0,-4.5,6431
6/15/2020 2:00,9412.25,9442.25,9386.5,9437.25,25.0,4702
6/15/2020 3:00,9438.25,9488.25,9423.5,9484.0,45.75,4030
6/15/2020 4:00,9484.75,9515.0,9459.75,9509.0,24.25,3020
6/15/2020 5:00,9510.75,9529.25,9465.0,9466.5,-44.25,3713
6/15/2020 6:00,9470.0,9529.0,9464.0,9512.25,42.25,4694
6/15/2020 7:00,9513.5,9524.25,9491.25,9513.25,-0.25,9789
6/15/2020 8:00,9512.25,9579.0,9471.25,9578.0,65.75,57610
6/15/2020 9:00,9584.0,9623.5,9544.25,9579.75,-4.25,48361
6/15/2020 10:00,9576.75,9626.75,9571.0,9614.75,38.0,39531
6/15/2020 11:00,9611.75,9675.5,9606.0,9671.25,59.5,24157
6/15/2020 12:00,9674.0,9699.25,9665.0,9691.25,17.25,15036
6/15/2020 13:00,9692.0,9798.0,9692.0,9772.5,80.5,41769
6/15/2020 14:00,9767.0,9792.5,9712.5,9748.5,-18.5,34005
6/15/2020 15:00,9765.5,9823.0,9762.5,9815.5,50.0,8612
6/15/2020 18:00,9808.75,9865.75,9790.0,9865.75,57.0,4281
6/15/2020 19:00,9864.25,9875.0,9841.75,9852.25,-12.0,3882
6/15/2020 20:00,9857.5,9880.0,9851.0,9868.75,11.25,3838
6/15/2020 21:00,9868.75,9948.0,9866.5,9939.25,70.5,6579
6/15/2020 22:00,9939.25,9940.25,9915.5,9918.25,-21.0,2724
6/15/2020 23:00,9917.75,9920.0,9893.0,9900.0,-17.75,2564
6/16/2020 0:00,9901.25,9929.0,9901.25,9909.25,8.0,2244
6/16/2020 1:00,9903.5,9904.5,9857.75,9864.5,-39.0,6010
6/16/2020 2:00,9873.75,9911.25,9851.0,9863.5,-10.25,8591
6/16/2020 3:00,9865.75,9899.5,9852.0,9897.25,31.5,6112
6/16/2020 4:00,9898.75,9909.5,9885.25,9898.25,-0.5,3742
6/16/2020 5:00,9898.25,9927.0,9889.25,9908.5,10.25,3398
6/16/2020 6:00,9910.5,9923.75,9887.0,9923.0,12.5,4228
6/16/2020 7:00,9920.5,9999.0,9918.5,9996.25,75.75,22620
6/16/2020 8:00,9989.0,9996.75,9940.5,9985.5,-3.5,59577
6/16/2020 9:00,9975.5,10001.75,9856.25,9869.75,-105.75,88183
6/16/2020 10:00,9830.25,9957.0,9786.5,9920.5,90.25,99094
6/16/2020 11:00,9927.5,9966.25,9884.0,9949.75,22.25,55799
6/16/2020 12:00,9949.5,9967.0,9914.0,9929.0,-20.5,31878
6/16/2020 13:00,9931.0,9971.25,9906.0,9926.25,-4.75,44556
6/16/2020 14:00,9928.25,9937.75,9863.75,9917.5,-10.75,50643
6/16/2020 15:00,9943.0,9964.25,9923.5,9926.25,-16.75,10481
6/16/2020 18:00,9958.0,9988.75,9958.0,9986.0,28.0,3520
6/16/2020 19:00,9984.0,9985.5,9932.25,9974.0,-10.0,5406
6/16/2020 20:00,9973.5,9983.5,9926.5,9948.25,-25.25,4014
6/16/2020 21:00,9947.5,9964.0,9915.25,9940.5,-7.0,3786
6/16/2020 22:00,9940.0,9956.25,9931.0,9948.25,8.25,1976
6/16/2020 23:00,9949.0,9977.25,9946.5,9960.5,11.5,2484
6/17/2020 0:00,9962.75,9974.25,9939.25,9960.5,-2.25,3819
6/17/2020 1:00,9959.75,9999.0,9951.0,9985.0,25.25,6633
6/17/2020 2:00,9976.5,10027.0,9969.0,10015.25,38.75,9435
6/17/2020 3:00,10012.75,10038.75,10005.75,10032.5,19.75,6635
6/17/2020 4:00,10031.25,10033.75,9972.0,9984.75,-46.5,7830
6/17/2020 5:00,9986.0,10024.25,9982.25,10018.75,32.75,6686
6/17/2020 6:00,10019.5,10024.0,10000.5,10011.0,-8.5,8724
6/17/2020 7:00,10013.75,10020.0,9995.75,10001.5,-12.25,11449
6/17/2020 8:00,10002.5,10019.25,9963.0,9970.0,-32.5,51973
6/17/2020 9:00,9982.0,10005.75,9936.25,9995.5,13.5,62307
6/17/2020 10:00,9995.25,10009.0,9973.5,10003.5,8.25,38804
6/17/2020 11:00,10005.25,10032.5,9987.25,10025.0,19.75,25123
6/17/2020 12:00,10029.75,10047.5,10029.0,10031.5,1.75,20423
6/17/2020 13:00,10025.75,10044.75,10015.5,10020.25,-5.5,22020
6/17/2020 14:00,10013.0,10013.0,9944.0,9980.0,-33.0,48363
6/17/2020 15:00,9968.75,9992.75,9964.5,9978.0,9.25,9619
6/17/2020 18:00,9983.75,9995.0,9947.25,9954.75,-29.0,3553
6/17/2020 19:00,9950.0,9957.5,9919.0,9933.0,-17.0,7362
6/17/2020 20:00,9934.25,9948.75,9866.5,9894.0,-40.25,9408
6/17/2020 21:00,9893.5,9902.5,9868.5,9890.75,-2.75,5918
6/17/2020 22:00,9891.5,9945.0,9887.25,9937.0,45.5,5888
6/17/2020 23:00,9936.25,9963.5,9924.25,9960.25,24.0,4563
6/18/2020 0:00,9959.75,9967.5,9927.5,9944.0,-15.75,4048
6/18/2020 1:00,9944.0,9999.5,9931.75,9984.0,40.0,7395
6/18/2020 2:00,9983.5,9998.5,9962.5,9978.25,-5.25,7528
6/18/2020 3:00,9982.75,10026.5,9969.0,10022.0,39.25,11828
6/18/2020 4:00,10018.5,10029.0,9992.75,9998.0,-20.5,7510
6/18/2020 5:00,10003.5,10003.5,9974.25,9985.75,-17.75,4888
6/18/2020 6:00,9986.75,9996.0,9937.0,9940.0,-46.75,7788
6/18/2020 7:00,9943.5,9984.5,9929.0,9973.0,29.5,23915
6/18/2020 8:00,9972.75,9988.0,9941.75,9962.75,-10.0,57380
6/18/2020 9:00,9964.25,9992.25,9924.25,9987.0,22.75,63640
6/18/2020 10:00,9993.75,10008.5,9959.5,9965.0,-28.75,39860
6/18/2020 11:00,9965.25,9981.75,9951.5,9975.75,10.5,28354
6/18/2020 12:00,9976.5,9997.5,9969.5,9991.75,15.25,17755
6/18/2020 13:00,9992.5,9996.0,9954.0,9959.5,-33.0,27280
6/18/2020 14:00,9950.0,9998.75,9934.75,9996.25,46.25,41727
6/18/2020 15:00,9998.5,10003.75,9977.5,9993.25,-5.25,8013
6/18/2020 18:00,10005.75,10027.25,10005.75,10018.75,13.0,3045
6/18/2020 19:00,10019.5,10020.5,9988.25,10000.25,-19.25,5972
6/18/2020 20:00,9998.5,10013.0,9981.75,9996.75,-1.75,4943
6/18/2020 21:00,9996.0,10012.75,9991.5,10008.75,12.75,3530
6/18/2020 22:00,10010.75,10012.75,9997.25,10009.75,-1.0,2003
6/18/2020 23:00,10008.75,10019.75,10003.25,10006.0,-2.75,3105
6/19/2020 0:00,10006.75,10024.0,10003.75,10020.75,14.0,3240
6/19/2020 1:00,10023.75,10077.0,10021.5,10051.75,28.0,9330
6/19/2020 2:00,10055.0,10071.25,10041.0,10066.25,11.25,6325
6/19/2020 3:00,10065.75,10066.0,10041.25,10056.25,-9.5,6048
6/19/2020 4:00,10059.0,10074.25,10052.25,10059.5,0.5,6614
6/19/2020 5:00,10060.25,10075.75,10053.5,10067.0,6.75,5257
6/19/2020 6:00,10067.0,10079.0,10057.5,10078.0,11.0,5533
6/19/2020 7:00,10078.25,10096.5,10074.5,10092.0,13.75,19265
6/19/2020 8:00,10091.5,10112.5,10075.25,10087.0,-4.5,60539
6/19/2020 9:00,10087.25,10108.25,10065.5,10073.25,-14.0,47135
6/19/2020 10:00,10076.75,10096.5,10050.5,10051.75,-25.0,41663
6/19/2020 11:00,10051.75,10055.0,9936.5,10014.5,-37.25,73702
6/19/2020 12:00,10019.5,10021.5,9952.5,9955.5,-64.0,49171
6/19/2020 13:00,9953.0,9993.0,9921.5,9982.75,29.75,59652
6/19/2020 14:00,9983.75,10020.75,9964.25,10006.5,22.75,56534
6/19/2020 15:00,9990.75,9992.5,9843.5,9862.0,-128.75,28242
6/21/2020 18:00,9898.5,9908.0,9875.25,9903.5,5.0,3340
6/21/2020 19:00,9906.0,9927.75,9895.0,9916.75,10.75,5755
6/21/2020 20:00,9917.5,9974.5,9916.5,9959.75,42.25,8338
6/21/2020 21:00,9959.5,9983.75,9957.5,9969.0,9.5,4158
6/21/2020 22:00,9969.75,9995.25,9964.75,9989.75,20.0,4858
6/21/2020 23:00,9989.5,9997.75,9967.25,9971.75,-17.75,3823
6/22/2020 0:00,9969.25,9979.75,9952.0,9963.5,-5.75,4973
6/22/2020 1:00,9965.0,9990.5,9945.25,9982.75,17.75,5973
6/22/2020 2:00,9983.25,10015.0,9966.25,10003.25,20.0,9605
6/22/2020 3:00,10004.0,10019.5,9991.75,10013.75,9.75,5856
6/22/2020 4:00,10015.25,10038.25,10013.0,10015.5,0.25,6685
6/22/2020 5:00,10016.5,10019.0,9992.75,10003.25,-13.25,4850
6/22/2020 6:00,10000.25,10013.75,9983.5,10013.0,12.75,6586
6/22/2020 7:00,10015.75,10022.25,9994.25,9997.5,-18.25,9559
6/22/2020 8:00,9997.0,10018.5,9975.75,10018.25,21.25,47348
6/22/2020 9:00,10021.25,10057.25,10020.25,10027.0,5.75,47277
6/22/2020 10:00,10021.75,10068.75,10012.75,10060.25,38.5,32279
6/22/2020 11:00,10057.25,10104.75,10057.0,10092.0,34.75,32690
6/22/2020 12:00,10094.0,10101.5,10079.0,10095.5,1.5,17090
6/22/2020 13:00,10095.25,10117.0,10076.25,10113.5,18.25,26373
6/22/2020 14:00,10113.25,10119.25,10066.0,10115.25,2.0,37487
6/22/2020 15:00,10115.0,10134.5,10108.0,10125.5,10.5,11053
6/22/2020 18:00,10142.0,10158.25,10138.75,10152.75,10.75,3491
6/22/2020 19:00,10149.5,10150.5,10131.5,10141.25,-8.25,3864
6/22/2020 20:00,10141.75,10146.0,9972.25,10026.25,-115.5,26275
6/22/2020 21:00,10089.75,10135.0,10076.75,10117.5,27.75,11368
6/22/2020 22:00,10113.25,10123.5,10098.0,10105.5,-7.75,3638
6/22/2020 23:00,10103.0,10120.0,10099.25,10112.75,9.75,2504
6/23/2020 0:00,10111.75,10120.75,10088.75,10095.75,-16.0,3965
6/23/2020 1:00,10094.25,10145.75,10089.0,10137.75,43.5,7186
6/23/2020 2:00,10137.25,10191.0,10127.75,10190.25,53.0,11806
6/23/2020 3:00,10194.0,10197.5,10170.25,10175.25,-18.75,7450
6/23/2020 4:00,10173.0,10192.5,10168.5,10189.5,16.5,4796
6/23/2020 5:00,10186.5,10204.5,10180.0,10188.25,1.75,6358
6/23/2020 6:00,10189.75,10203.25,10178.0,10193.0,3.25,6238
6/23/2020 7:00,10192.0,10201.25,10186.0,10194.5,2.5,10321
6/23/2020 8:00,10193.0,10200.75,10158.75,10182.5,-10.5,47012
6/23/2020 9:00,10184.0,10231.25,10164.0,10212.0,28.0,58790
6/23/2020 10:00,10213.0,10257.25,10200.0,10253.0,40.0,35319
6/23/2020 11:00,10260.75,10268.5,10248.0,10263.0,2.25,25592
6/23/2020 12:00,10262.5,10296.25,10261.0,10279.75,17.25,26306
6/23/2020 13:00,10284.0,10284.25,10243.5,10246.75,-37.25,26918
6/23/2020 14:00,10245.0,10251.75,10175.75,10204.5,-40.5,52495
6/23/2020 15:00,10197.0,10214.0,10175.0,10192.0,-5.0,12182
6/23/2020 18:00,10177.25,10196.25,10165.25,10184.75,7.5,5176
6/23/2020 19:00,10180.25,10223.25,10180.0,10214.5,34.25,6495
6/23/2020 20:00,10215.5,10227.75,10196.0,10200.25,-15.25,7275
6/23/2020 21:00,10199.0,10207.0,10179.5,10196.75,-2.25,6280
6/23/2020 22:00,10197.0,10218.5,10195.75,10216.0,19.0,4345
6/23/2020 23:00,10215.0,10242.0,10210.25,10230.75,15.75,4456
6/24/2020 0:00,10232.25,10235.75,10218.75,10224.5,-7.75,3651
6/24/2020 1:00,10222.0,10227.25,10205.0,10224.75,2.75,5065
6/24/2020 2:00,10224.25,10232.0,10154.0,10174.5,-49.75,12336
6/24/2020 3:00,10174.5,10177.5,10126.0,10157.0,-17.5,11933
6/24/2020 4:00,10158.0,10166.5,10106.0,10137.0,-21.0,12422
6/24/2020 5:00,10137.5,10156.25,10131.0,10147.25,9.75,7789
6/24/2020 6:00,10150.0,10165.5,10146.5,10161.75,11.75,6939
6/24/2020 7:00,10156.0,10184.0,10155.25,10180.0,24.0,11620
6/24/2020 8:00,10181.5,10221.5,10088.0,10103.75,-77.75,70313
6/24/2020 9:00,10096.25,10126.75,10055.75,10072.75,-23.5,93741
6/24/2020 10:00,10073.0,10082.75,9927.25,9962.5,-110.5,104409
6/24/2020 11:00,9969.5,10022.75,9950.0,10019.75,50.25,59829
6/24/2020 12:00,10026.25,10040.0,9962.0,9977.5,-48.75,52592
6/24/2020 13:00,9988.5,10016.0,9938.25,9971.25,-17.25,61085
6/24/2020 14:00,9972.75,10037.25,9971.75,9989.75,17.0,76716
6/24/2020 15:00,9992.5,10022.0,9991.75,9998.75,6.25,15354
6/24/2020 18:00,9992.5,9996.75,9974.0,9981.5,-11.0,2729
6/24/2020 19:00,9974.25,10030.0,9964.0,10024.25,50.0,6709
6/24/2020 20:00,10023.0,10031.75,9967.5,9971.0,-52.0,6501
6/24/2020 21:00,9965.0,9984.25,9941.0,9982.5,17.5,6553
6/24/2020 22:00,9981.5,9992.0,9961.5,9985.0,3.5,3778
6/24/2020 23:00,9986.0,9996.0,9970.75,9982.25,-3.75,2776
6/25/2020 0:00,9987.75,10011.75,9980.75,9994.0,6.25,3685
6/25/2020 1:00,9992.75,10007.5,9967.75,9980.25,-12.5,6069
6/25/2020 2:00,9981.25,9984.5,9893.75,9924.5,-56.75,16005
6/25/2020 3:00,9933.0,10025.0,9929.25,10014.25,81.25,15459
6/25/2020 4:00,10013.75,10048.5,9995.0,10005.25,-8.5,10481
6/25/2020 5:00,10000.0,10019.25,9991.0,10016.0,16.0,5315
6/25/2020 6:00,10023.0,10024.0,9972.75,9973.0,-50.0,7315
6/25/2020 7:00,9971.5,10009.0,9961.75,9996.25,24.75,17213
6/25/2020 8:00,9993.5,10017.25,9885.5,9927.5,-66.0,72110
6/25/2020 9:00,9946.25,10013.0,9927.0,9990.25,44.0,82312
6/25/2020 10:00,9992.0,10003.25,9944.25,9994.25,2.25,60951
6/25/2020 11:00,9997.75,10041.0,9997.0,10010.5,12.75,44650
6/25/2020 12:00,10011.75,10029.0,9993.75,10013.75,2.0,25583
6/25/2020 13:00,10013.75,10017.0,9965.75,9993.0,-20.75,34894
6/25/2020 14:00,9993.5,10094.0,9984.75,10087.0,93.5,52649
6/25/2020 15:00,10087.5,10107.0,10078.0,10092.0,4.5,13570
6/25/2020 18:00,10099.25,10120.5,10093.25,10107.75,8.5,2296
6/25/2020 19:00,10105.5,10109.5,10074.0,10098.5,-7.0,4649
6/25/2020 20:00,10102.25,10112.5,10091.5,10108.0,5.75,2666
6/25/2020 21:00,10107.5,10110.25,10086.75,10090.75,-16.75,2512
6/25/2020 22:00,10089.5,10099.0,10081.75,10093.75,4.25,2173
6/25/2020 23:00,10093.75,10111.75,10090.0,10097.75,4.0,2740
6/26/2020 0:00,10095.75,10104.25,10088.75,10091.5,-4.25,2054
6/26/2020 1:00,10094.0,10096.75,10070.25,10084.25,-9.75,5441
6/26/2020 2:00,10076.5,10087.0,10041.75,10064.75,-11.75,7555
6/26/2020 3:00,10065.75,10078.75,10033.0,10072.75,7.0,7658
6/26/2020 4:00,10073.0,10100.5,10068.5,10090.5,17.5,6255
6/26/2020 5:00,10094.5,10115.0,10092.75,10105.25,10.75,5829
6/26/2020 6:00,10107.5,10120.0,10088.75,10091.0,-16.5,5957
6/26/2020 7:00,10089.75,10097.75,10063.0,10070.25,-19.5,8682
6/26/2020 8:00,10073.75,10082.25,9995.25,10015.75,-58.0,57994
6/26/2020 9:00,10019.0,10019.0,9851.0,9891.75,-127.25,108904
6/26/2020 10:00,9887.5,9980.0,9884.0,9972.75,85.25,77398
6/26/2020 11:00,9969.25,9971.25,9877.25,9916.75,-52.5,57841
6/26/2020 12:00,9919.0,9952.0,9908.25,9914.25,-4.75,42882
6/26/2020 13:00,9914.0,9937.5,9860.0,9878.0,-36.0,56217
6/26/2020 14:00,9878.25,9909.75,9824.25,9842.75,-35.5,69390
6/26/2020 15:00,9841.75,9877.75,9780.25,9805.5,-36.25,21011
6/28/2020 18:00,9826.5,9840.0,9803.75,9827.25,0.75,4776
6/28/2020 19:00,9827.75,9837.0,9812.25,9836.75,9.0,4580
6/28/2020 20:00,9842.75,9882.0,9839.25,9879.25,36.5,9168
6/28/2020 21:00,9879.5,9881.25,9840.5,9846.75,-32.75,7155
6/28/2020 22:00,9847.0,9854.75,9826.5,9835.0,-12.0,5905
6/28/2020 23:00,9833.5,9849.0,9805.5,9815.25,-18.25,6666
6/29/2020 0:00,9812.5,9850.0,9810.5,9811.75,-0.75,6660
6/29/2020 1:00,9811.75,9847.5,9802.5,9840.25,28.5,7013
6/29/2020 2:00,9836.0,9879.5,9834.25,9859.75,23.75,9902
6/29/2020 3:00,9858.0,9858.0,9825.0,9855.5,-2.5,6498
6/29/2020 4:00,9855.5,9864.0,9832.5,9856.75,1.25,5110
6/29/2020 5:00,9856.25,9864.0,9826.0,9850.0,-6.25,6014
6/29/2020 6:00,9851.75,9888.0,9833.5,9880.75,29.0,7225
6/29/2020 7:00,9877.75,9879.75,9836.5,9844.5,-33.25,13927
6/29/2020 8:00,9847.25,9852.0,9728.75,9780.5,-66.75,80715
6/29/2020 9:00,9792.0,9889.5,9782.0,9865.5,73.5,83509
6/29/2020 10:00,9859.25,9903.5,9829.5,9895.75,36.5,51973
6/29/2020 11:00,9893.25,9928.25,9893.25,9919.25,26.0,31759
6/29/2020 12:00,9919.25,9939.25,9902.75,9928.0,8.75,22002
6/29/2020 13:00,9926.75,9932.25,9888.0,9899.5,-27.25,25752
6/29/2020 14:00,9895.5,9937.75,9872.5,9937.5,42.0,41801
6/29/2020 15:00,9951.25,9997.0,9950.75,9989.0,37.75,19743
6/29/2020 18:00,9998.5,10006.75,9990.0,9992.5,-6.0,2729
6/29/2020 19:00,9993.5,9999.5,9983.25,9993.0,-0.5,4317
6/29/2020 20:00,9991.0,10022.75,9988.0,10003.75,12.75,5407
6/29/2020 21:00,10004.5,10014.25,10000.0,10001.0,-3.5,3273
6/29/2020 22:00,10003.75,10015.5,10000.0,10008.0,4.25,2442
6/29/2020 23:00,10008.5,10014.0,10008.5,10011.25,2.75,1316
6/30/2020 0:00,10012.25,10028.25,9978.25,9986.0,-26.25,6516
6/30/2020 1:00,9979.75,9992.5,9964.75,9986.25,6.5,5890
6/30/2020 2:00,9985.5,10004.75,9957.0,9972.25,-13.25,9663
6/30/2020 3:00,9973.5,9979.75,9953.25,9963.0,-10.5,7089
6/30/2020 4:00,9961.75,9981.5,9951.0,9979.5,17.75,6517
6/30/2020 5:00,9978.5,9984.75,9965.25,9966.5,-12.0,5327
6/30/2020 6:00,9963.75,9993.0,9959.5,9971.75,8.0,8113
6/30/2020 7:00,9971.75,9973.75,9940.25,9950.25,-21.5,11151
6/30/2020 8:00,9951.0,10035.5,9940.5,10023.5,72.5,60863
6/30/2020 9:00,10023.5,10060.75,10019.0,10060.75,37.25,59654
6/30/2020 10:00,10062.5,10087.5,10058.75,10075.5,13.0,38748
6/30/2020 11:00,10076.75,10103.0,10056.25,10068.25,-8.5,31944
6/30/2020 12:00,10064.75,10075.75,10039.0,10069.5,4.75,25596
6/30/2020 13:00,10069.5,10100.75,10052.0,10098.0,28.5,27122
6/30/2020 14:00,10100.75,10171.5,10073.75,10143.5,42.75,59504
6/30/2020 15:00,10133.75,10150.5,10123.25,10140.25,6.5,15878
6/30/2020 18:00,10133.75,10141.0,10123.5,10129.75,-4.0,2192
6/30/2020 19:00,10130.0,10143.25,10121.5,10138.5,8.5,2302
6/30/2020 20:00,10137.75,10155.0,10128.5,10142.5,4.75,3488
6/30/2020 21:00,10141.5,10145.5,10126.75,10132.75,-8.75,2058
6/30/2020 22:00,10133.0,10142.75,10131.25,10139.25,6.25,1502
6/30/2020 23:00,10140.25,10144.25,10126.25,10129.75,-10.5,1404
7/1/2020 0:00,10129.5,10133.25,10104.75,10113.0,-16.5,3998
7/1/2020 1:00,10115.5,10141.0,10104.0,10139.0,23.5,4271
7/1/2020 2:00,10137.25,10157.75,10132.25,10143.0,5.75,4547
7/1/2020 3:00,10141.5,10152.5,10127.0,10136.75,-4.75,4008
7/1/2020 4:00,10135.75,10154.25,10111.75,10120.0,-15.75,7271
7/1/2020 5:00,10118.0,10139.0,10094.25,10101.75,-16.25,9243
7/1/2020 6:00,10103.5,10108.5,10076.0,10086.5,-17.0,12900
7/1/2020 7:00,10087.5,10149.5,10084.5,10147.75,60.25,17853
7/1/2020 8:00,10148.25,10193.25,10125.5,10137.5,-10.75,72236
7/1/2020 9:00,10149.75,10224.25,10141.5,10210.25,60.5,57975
7/1/2020 10:00,10218.5,10238.0,10201.75,10230.0,11.5,45687
7/1/2020 11:00,10229.75,10267.5,10225.25,10251.25,21.5,32448
